date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
27. October 2009,6563.00,6595.00,370650
26. October 2009,6675.50,6696.00,368850
23. October 2009,6640.00,6650.00,367075
22. October 2009,6565.50,6596.00,364075
21. October 2009,6346.00,6370.00,362550
20. October 2009,6444.00,6460.50,357275
19. October 2009,6260.00,6280.50,356725
16. October 2009,6160.50,6195.00,357850
15. October 2009,6077.00,6101.00,353325
14. October 2009,6192.00,6211.00,353225
13. October 2009,6282.00,6300.00,347950
12. October 2009,6236.00,6261.00,347375
09. October 2009,6265.50,6285.50,346600
08. October 2009,6241.50,6267.00,346850
07. October 2009,6060.50,6080.50,347150
06. October 2009,6042.00,6061.00,346425
05. October 2009,5856.00,5886.00,345225
02. October 2009,5872.00,5895.00,345425
01. October 2009,6082.00,6107.00,346050
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. September 2009,6136.00,6155.00,345650
29. September 2009,5934.50,5940.50,344225
28. September 2009,5896.00,5901.00,344350
25. September 2009,5966.00,5990.00,340700
24. September 2009,6089.50,6091.00,340875
23. September 2009,6111.00,6137.00,331950
22. September 2009,6295.50,6310.00,331775
21. September 2009,6089.00,6091.00,331825
18. September 2009,6231.00,6256.00,327700
17. September 2009,6302.00,6351.00,324375
16. September 2009,6315.50,6336.00,323225
15. September 2009,6156.00,6195.00,322550
14. September 2009,6145.50,6140.00,319800
11. September 2009,6290.00,6310.00,318325
10. September 2009,6305.00,6301.00,317575
09. September 2009,6415.50,6432.00,316800
08. September 2009,6465.50,6450.00,315550
07. September 2009,6297.50,6315.00,310925
04. September 2009,6280.00,6300.50,308200
03. September 2009,6280.00,6281.00,306350
02. September 2009,6080.00,6085.00,302950
01. September 2009,6240.50,6261.00,299950
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
28. August 2009,6490.50,6500.00,298925
27. August 2009,6261.00,6290.00,297550
26. August 2009,6305.00,6310.00,296400
25. August 2009,6285.50,6310.00,296600
24. August 2009,6361.00,6362.00,292725
21. August 2009,6135.00,6160.00,293125
20. August 2009,6122.00,6122.00,293250
19. August 2009,5947.00,5945.00,292000
18. August 2009,6116.00,6121.50,292750
17. August 2009,6096.00,6076.00,294050
14. August 2009,6386.00,6400.00,292875
13. August 2009,6419.00,6415.50,291975
12. August 2009,6029.00,6026.50,292400
11. August 2009,6136.00,6137.00,291175
10. August 2009,6197.00,6201.00,291275
07. August 2009,5964.00,5971.00,292125
06. August 2009,6035.00,6038.00,284375
05. August 2009,6132.00,6139.00,285100
04. August 2009,5917.00,5923.00,285900
03. August 2009,5972.00,5985.00,282125
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. July 2009,5750.00,5710.00,280875
30. July 2009,5497.00,5501.00,278050
29. July 2009,5410.50,5421.00,278350
28. July 2009,5615.00,5625.00,278925
27. July 2009,5615.00,5621.00,277425
24. July 2009,5551.00,5550.50,273950
23. July 2009,5474.00,5485.50,271725
22. July 2009,5342.00,5361.00,268500
21. July 2009,5345.00,5356.00,266425
20. July 2009,5400.00,5420.00,265950
17. July 2009,5230.00,5233.00,264150
16. July 2009,5231.50,5235.00,260875
15. July 2009,5181.50,5175.00,261100
14. July 2009,5011.00,4982.00,256900
13. July 2009,4883.00,4882.50,257225
10. July 2009,4840.00,4830.00,258575
09. July 2009,4821.00,4825.00,261975
08. July 2009,4850.00,4865.50,265350
07. July 2009,5012.00,5030.00,265925
06. July 2009,4859.00,4861.00,269175
03. July 2009,4991.00,5000.00,268275
02. July 2009,5006.00,5020.00,264225
01. July 2009,5042.00,5052.00,265725
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. June 2009,5108.00,5102.00,265950
29. June 2009,5085.50,5101.00,267300
26. June 2009,5101.50,5120.00,270250
25. June 2009,5023.50,5035.00,271600
24. June 2009,4890.50,4915.50,275050
23. June 2009,4810.00,4825.00,276275
22. June 2009,4821.00,4850.00,277600
19. June 2009,5020.00,5040.00,280350
18. June 2009,4901.00,4922.00,281600
17. June 2009,4903.00,4925.00,283175
16. June 2009,5049.00,5070.00,285050
15. June 2009,5075.00,5085.00,286975
12. June 2009,5240.50,5255.00,290275
11. June 2009,5266.00,5290.00,293175
10. June 2009,5180.00,5192.00,294275
09. June 2009,5047.00,5065.00,296350
08. June 2009,4936.00,4960.00,297850
05. June 2009,5055.00,5056.00,299975
04. June 2009,4870.00,4890.00,303200
03. June 2009,4951.50,4969.00,306525
02. June 2009,5026.00,5045.00,309225
01. June 2009,4947.00,4955.50,311975
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
29. May 2009,4776.00,4787.00,312275
28. May 2009,4637.00,4660.00,317125
27. May 2009,4661.00,4655.00,319275
26. May 2009,4538.00,4560.50,326575
22. May 2009,4586.00,4591.00,333375
21. May 2009,4504.00,4520.00,336075
20. May 2009,4539.00,4550.00,341475
19. May 2009,4601.00,4632.00,348825
18. May 2009,4400.00,4420.00,353550
15. May 2009,4348.00,4351.00,357800
14. May 2009,4309.00,4323.00,370650
13. May 2009,4508.00,4530.00,373750
12. May 2009,4626.00,4659.00,379025
11. May 2009,4527.00,4540.00,385175
08. May 2009,4752.00,4764.00,389000
07. May 2009,4760.00,4780.00,393900
06. May 2009,4591.00,4596.00,402150
05. May 2009,4640.00,4637.00,394925
01. May 2009,4501.00,4516.00,398700
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. April 2009,4515.00,4491.00,405775
29. April 2009,4300.50,4296.00,411450
28. April 2009,4185.00,4182.00,420275
27. April 2009,4305.50,4306.00,425275
24. April 2009,4362.00,4355.50,429550
23. April 2009,4541.00,4549.00,440475
22. April 2009,4447.00,4441.00,450100
21. April 2009,4402.50,4405.00,457300
20. April 2009,4636.00,4645.00,462325
17. April 2009,4725.00,4721.00,469625
16. April 2009,4766.00,4769.00,475200
15. April 2009,4750.00,4770.00,480400
14. April 2009,4582.00,4620.00,492000
09. April 2009,4465.00,4496.00,496775
08. April 2009,4305.00,4340.00,504200
07. April 2009,4309.00,4335.50,501900
06. April 2009,4330.50,4355.50,504825
03. April 2009,4130.00,4161.00,502150
02. April 2009,4110.50,4136.00,506975
01. April 2009,3963.50,4005.00,501775
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. March 2009,4035.00,4051.00,499625
30. March 2009,3872.00,3930.00,501400
27. March 2009,3946.00,3995.00,500750
26. March 2009,4078.00,4115.00,503900
25. March 2009,3890.00,3929.00,503675
24. March 2009,3911.00,3950.00,505425
23. March 2009,4006.50,4046.00,508325
20. March 2009,3911.00,3960.00,503950
19. March 2009,3930.00,3980.00,493450
18. March 2009,3740.00,3763.00,495150
17. March 2009,3761.00,3801.00,494525
16. March 2009,3690.00,3755.00,494850
13. March 2009,3671.00,3692.00,497625
12. March 2009,3494.00,3525.50,504325
11. March 2009,3636.00,3666.00,501875
10. March 2009,3667.50,3708.00,512025
09. March 2009,3567.00,3600.00,518700
06. March 2009,3693.00,3725.00,522025
05. March 2009,3640.50,3665.00,525200
04. March 2009,3545.00,3570.00,526025
03. March 2009,3480.00,3500.00,530875
02. March 2009,3330.00,3355.50,536675
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
27. February 2009,3390.00,3421.00,542300
26. February 2009,3443.00,3466.00,545475
25. February 2009,3350.50,3390.00,548400
24. February 2009,3190.50,3216.00,546600
23. February 2009,3205.50,3236.00,544650
20. February 2009,3150.00,3171.50,545600
19. February 2009,3291.00,3326.00,528250
18. February 2009,3151.50,3196.50,525300
17. February 2009,3271.00,3301.00,526425
16. February 2009,3271.50,3325.00,523325
13. February 2009,3407.00,3450.00,519550
12. February 2009,3350.50,3395.00,516675
11. February 2009,3377.00,3416.00,516450
10. February 2009,3461.00,3500.00,514425
09. February 2009,3527.00,3561.50,507775
06. February 2009,3440.50,3482.00,504625
05. February 2009,3350.50,3391.00,502600
04. February 2009,3320.00,3390.00,499950
03. February 2009,3201.00,3231.00,495300
02. February 2009,3145.50,3184.00,491200
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. January 2009,3106.00,3150.00,491525
29. January 2009,3125.50,3168.00,477675
28. January 2009,3295.00,3339.00,454925
27. January 2009,3330.50,3376.50,451800
26. January 2009,3281.00,3321.00,439425
23. January 2009,3050.50,3086.00,424625
22. January 2009,3155.00,3205.00,422450
21. January 2009,3211.00,3250.50,417475
20. January 2009,3275.50,3301.00,409100
19. January 2009,3321.00,3320.00,393675
16. January 2009,3343.00,3400.00,391525
15. January 2009,3210.50,3240.50,387325
14. January 2009,3274.00,3315.00,382150
13. January 2009,3139.00,3162.00,374850
12. January 2009,3171.50,3210.00,369500
09. January 2009,3280.00,3330.00,363575
08. January 2009,3170.50,3210.00,357700
07. January 2009,3390.50,3434.00,351325
06. January 2009,3332.00,3370.00,343500
05. January 2009,3101.50,3160.00,342050
02. January 2009,3071.00,3131.00,340550
